easting,northing,coarse_local_slope,coarse_relief_m,coarse_width_m,coarse_area_ha,coarse_aspect_deg,tile
490825.35823270766,135392.19060885278,9.380746841430664,105.46536254882812,544.6897912025452,9.35,154.23181,E488000_N128000
489003.5336722666,129555.19222200807,9.584426879882812,91.48946380615234,812.9290110990405,33.33,178.28516,E488000_N128000
503328.6982237585,149012.42016224106,8.698811531066895,46.535858154296875,1723.3471101522446,45.12,181.37645,E496000_N144000
446438.16770514165,158913.69410080172,9.115397453308105,48.7574462890625,1669.787778556347,36.41,165.70813,E440000_N152000
495230.15182400274,148266.3009795584,8.56475830078125,48.709617614746094,1679.2891971766949,45.35,175.07239,E488000_N144000
506446.21423906804,142147.58185302163,8.52501106262207,93.49095916748047,780.4894623160362,16.39,188.48225,E504000_N136000
474547.01380913047,131381.6424115279,14.442270278930664,88.72277069091797,755.892238765955,17.34,172.74927,E472000_N128000
502159.3753434667,108313.82258525661,14.85300064086914,70.26847839355469,1115.8857509493828,14.49,171.16272,E496000_N104000
488397.653930952,113432.92841638895,11.744685173034668,84.99429321289062,870.3874156624079,26.58,183.88116,E488000_N112000
485029.70483908016,116558.27932255047,6.906205177307129,78.611083984375,1088.7231442332268,22.84,161.21112,E480000_N112000
494644.28259800863,114930.31380818402,9.738149642944336,94.04106140136719,715.4011697694659,14.42,177.4209,E488000_N112000
475973.46179161256,117967.52402775422,8.076449394226074,76.27423095703125,1096.5027764439583,29.49,165.24231,E472000_N112000
486556.1707356775,113285.79547141366,9.298563957214355,67.36936950683594,1233.944701552391,42.61,170.70538,E480000_N112000
486417.3555754422,132517.65431639669,9.50016975402832,49.75446319580078,1574.2812180519104,36.13,162.14905,E480000_N128000
485478.14754231635,128953.42996596516,14.269615173339844,87.97562408447266,705.6980487704277,18.86,207.97107,E480000_N128000
492316.8007071905,130481.8571310578,16.575374603271484,101.48155212402344,362.95892894268036,6.62,146.2691,E488000_N128000
486133.6400560399,117289.54800961338,15.987924575805664,70.85765075683594,979.8849868774414,13.5,165.97198,E480000_N112000
485498.2316880701,134242.14204652925,13.16465950012207,45.39033508300781,1545.321404337883,20.29,159.22998,E480000_N128000
488430.100450903,130878.13208645128,14.233928680419922,71.69731903076172,996.4490175247192,24.14,187.53146,E488000_N128000
452224.47548671166,126917.78010848799,7.214294910430908,53.7132568359375,1494.9383747577667,26.47,150.77966,E448000_N120000
